Rank,Team,2024,Last 3,Last 1,Home,Away,2023
64,G Washington,31.6%,33.8%,41.2%,32.1%,31.1%,34.7%
65,Portland St,31.7%,25.3%,34.5%,24.5%,36.3%,35.6%
66,Marquette,31.8%,32.8%,27.8%,29.9%,33.9%,33.7%
67,Binghamton,31.8%,36.1%,31.3%,29.4%,33.0%,35.0%
68,Loyola Mymt,31.8%,36.8%,37.5%,29.5%,33.8%,34.3%
69,Kansas City,31.8%,26.0%,31.3%,34.4%,30.3%,32.4%
70,Akron,31.9%,36.8%,50.0%,31.2%,32.4%,30.7%
71,Clemson,31.9%,20.0%,21.1%,34.2%,29.6%,33.1%
72,UNLV,31.9%,30.1%,32.0%,31.3%,32.6%,32.5%
73,Saint Peter's,31.9%,29.7%,33.3%,34.3%,30.0%,32.1%
74,Seattle,31.9%,17.0%,26.3%,34.2%,30.5%,29.1%
75,Tenn Tech,31.9%,36.2%,34.5%,32.5%,31.6%,34.8%
76,San Jose St,31.9%,24.2%,29.6%,28.6%,35.4%,38.9%
77,Florida St,32.0%,32.3%,14.3%,32.5%,31.4%,35.4%
78,Grand Canyon,32.1%,44.3%,47.4%,32.4%,31.6%,32.1%
79,Charleston,32.1%,34.6%,30.8%,35.2%,29.7%,34.5%
80,McNeese,32.1%,29.1%,30.0%,30.0%,33.5%,33.4%
81,Notre Dame,32.1%,33.8%,46.4%,30.7%,33.5%,32.5%
82,Rice,32.1%,31.3%,22.2%,34.9%,30.1%,37.9%
83,Murray St,32.1%,26.1%,23.1%,32.3%,32.1%,37.0%
84,Arkansas,32.2%,37.5%,47.1%,29.0%,35.6%,33.9%
85,Memphis,32.2%,32.5%,25.9%,34.3%,30.7%,34.0%
86,Marshall,32.2%,33.3%,20.8%,32.6%,31.9%,36.2%
87,Bryant,32.2%,38.2%,14.3%,31.5%,32.7%,30.8%
88,St Francis PA,32.2%,28.4%,31.0%,31.6%,32.6%,35.4%
89,Georgia So,32.3%,36.0%,30.8%,35.9%,29.7%,35.5%
90,Hou Christian,32.3%,34.5%,38.5%,29.6%,34.1%,34.0%
91,Tulane,32.3%,29.6%,21.7%,31.5%,32.9%,34.9%
92,Bradley,32.3%,35.7%,26.7%,31.9%,32.6%,33.0%
93,Gardner-Webb,32.3%,27.3%,29.2%,33.0%,31.9%,33.7%
94,LSU,32.3%,38.3%,44.1%,30.7%,34.1%,33.5%
95,UCLA,32.3%,35.4%,12.9%,31.1%,33.7%,33.7%
96,Charleston So,32.4%,39.5%,43.8%,27.6%,34.3%,31.9%
97,Southern Miss,32.5%,25.4%,26.3%,33.0%,32.1%,35.7%
98,Kennesaw St,32.5%,36.7%,43.8%,32.8%,32.3%,37.1%
99,Manhattan,32.5%,27.9%,40.0%,31.3%,33.5%,36.7%
100,Dayton,32.5%,28.0%,40.9%,32.5%,32.5%,32.0%
101,Creighton,32.5%,35.9%,27.6%,31.1%,33.9%,32.3%
102,Coastal Car,32.5%,28.4%,24.0%,31.9%,33.0%,33.0%
103,N Alabama,32.5%,35.5%,29.6%,32.2%,32.9%,35.4%
104,Texas So,32.6%,30.8%,48.3%,31.8%,32.9%,32.4%
105,Virginia Tech,32.6%,31.1%,19.2%,33.9%,31.1%,33.9%
106,Purdue FW,32.6%,23.2%,17.9%,31.7%,33.1%,32.7%
107,Troy,32.6%,27.7%,38.5%,34.2%,31.5%,35.9%
108,W Carolina,32.6%,29.5%,10.0%,32.8%,32.5%,33.9%
109,Iona,32.6%,29.3%,37.5%,32.7%,32.6%,34.0%
110,Abl Christian,32.6%,26.3%,23.1%,26.7%,36.5%,32.5%
111,Indiana,32.7%,31.0%,40.0%,32.0%,33.5%,34.3%
112,Tulsa,32.7%,27.0%,33.3%,35.1%,30.3%,32.7%
113,NC Central,32.7%,42.6%,58.8%,27.7%,35.2%,29.7%
114,Mississippi,32.7%,33.3%,28.6%,33.0%,32.5%,33.8%
115,SMU,32.7%,25.4%,28.6%,33.2%,32.1%,32.1%
116,St Bonaventure,32.8%,33.8%,50.0%,33.2%,32.4%,33.5%
117,Arizona St,32.9%,40.5%,44.4%,33.4%,32.4%,33.9%
118,Elon,32.9%,45.7%,48.0%,28.4%,35.8%,34.2%
119,S Dakota St,32.9%,36.7%,40.6%,30.5%,34.3%,35.5%
120,Wisconsin,32.9%,30.3%,29.2%,33.9%,32.0%,36.9%
121,USC,32.9%,33.3%,39.1%,34.8%,30.5%,36.5%
122,High Point,32.9%,30.0%,33.3%,33.0%,32.9%,34.1%
123,Brown,32.9%,35.1%,44.4%,32.4%,33.4%,33.1%
124,Vermont,33.0%,33.3%,23.5%,28.3%,36.8%,31.5%
125,UCF,33.0%,31.1%,44.4%,32.1%,34.0%,34.0%
126,S Alabama,33.1%,34.3%,36.4%,32.1%,34.0%,31.9%
127,UCSD,33.1%,25.3%,33.3%,32.8%,33.3%,33.6%
128,SIU Edward,33.1%,25.4%,35.7%,34.7%,32.1%,36.2%
129,Colorado St,33.1%,23.3%,29.6%,33.5%,32.8%,33.0%
130,Furman,33.1%,46.5%,44.4%,31.1%,34.4%,34.1%
131,Bowling Green,33.2%,33.7%,41.0%,33.1%,33.2%,36.7%
132,Cal Baptist,33.2%,22.2%,26.7%,33.1%,33.2%,34.3%
133,Stanford,33.2%,29.3%,23.5%,31.6%,35.1%,35.7%
134,Iowa St,33.2%,33.3%,50.0%,30.6%,35.8%,31.5%
135,Wagner,33.2%,31.6%,36.0%,34.5%,32.5%,30.3%
136,Detroit Mercy,33.2%,36.0%,43.3%,31.1%,34.4%,37.1%
137,Cincinnati,33.2%,52.1%,47.6%,30.4%,37.0%,33.6%
138,UMass,33.2%,30.0%,41.2%,33.0%,33.5%,33.5%
139,La Salle,33.2%,34.5%,30.8%,31.9%,34.4%,35.8%
140,Georgia St,33.3%,33.7%,30.8%,31.8%,34.3%,30.8%
141,Wyoming,33.3%,34.4%,33.3%,28.7%,37.1%,34.4%
142,Illinois,33.3%,41.5%,47.8%,31.8%,34.8%,34.1%
143,Temple,33.3%,29.8%,25.0%,30.3%,35.4%,32.6%
144,NC A&T,33.3%,40.7%,41.7%,31.9%,34.1%,35.2%
145,S Utah,33.3%,33.9%,52.6%,29.5%,36.1%,34.3%
145,North Carolina,33.3%,21.1%,29.6%,34.1%,32.7%,32.1%
145,Florida Intl,33.3%,25.0%,27.8%,35.0%,32.1%,40.3%
145,S Florida,33.3%,40.0%,42.9%,31.3%,34.8%,31.5%
145,Maine,33.3%,21.1%,29.4%,30.6%,34.8%,32.3%
145,Maryland ES,33.3%,27.3%,15.8%,38.3%,31.9%,33.0%
145,Charlotte,33.3%,30.2%,20.0%,34.7%,32.1%,31.1%
152,Yale,33.4%,31.0%,24.0%,28.9%,35.7%,34.5%
153,Saint Joseph's,33.4%,37.3%,28.6%,32.2%,34.6%,33.0%
154,UTEP,33.4%,42.6%,48.0%,31.3%,35.0%,32.1%
155,Tennessee St,33.4%,34.4%,38.1%,31.7%,34.6%,32.7%
156,UT Rio Grande,33.4%,42.9%,47.4%,32.7%,34.1%,33.9%
157,Texas A&M,33.5%,34.8%,38.1%,31.4%,35.3%,33.8%
158,Youngstown St,33.5%,44.3%,50.0%,34.8%,32.5%,34.0%
159,Delaware St,33.5%,41.1%,36.4%,33.3%,33.6%,35.9%
160,Washington St,33.5%,30.1%,24.0%,36.8%,30.8%,32.5%
161,Loyola Chi,33.5%,31.8%,43.8%,30.8%,35.8%,34.1%
162,Harvard,33.5%,21.6%,25.0%,32.9%,33.9%,33.9%
163,Providence,33.5%,36.2%,32.0%,30.2%,36.7%,34.3%
164,Montana,33.6%,28.6%,30.4%,27.6%,37.2%,34.2%
165,Wichita St,33.6%,32.1%,42.9%,32.7%,34.4%,32.7%
166,Arizona,33.6%,39.0%,39.1%,34.0%,33.3%,32.9%
167,Missouri,33.6%,31.3%,50.0%,32.7%,34.9%,34.4%
168,Milwaukee,33.6%,36.5%,38.9%,33.3%,33.9%,34.2%
169,Miami OH,33.6%,35.0%,33.3%,35.3%,32.6%,31.5%
170,Alabama St,33.7%,35.1%,31.4%,31.7%,34.3%,34.1%
171,Marist,33.7%,44.1%,38.1%,34.6%,32.7%,31.8%
172,Longwood,33.7%,37.6%,41.9%,32.3%,34.8%,34.8%
173,Saint Louis,33.7%,39.3%,45.7%,32.8%,34.5%,36.6%
174,SE Louisiana,33.7%,36.8%,32.1%,37.7%,31.7%,33.4%
175,Utah,33.8%,34.7%,41.7%,33.8%,33.7%,33.6%
176,Texas,33.8%,38.2%,48.0%,34.9%,32.6%,33.6%
177,Monmouth,33.8%,38.6%,27.8%,33.7%,33.8%,34.0%
178,Northwestern,33.8%,34.9%,32.0%,35.1%,32.5%,34.5%
179,American,33.8%,30.8%,40.9%,30.9%,36.5%,36.9%
180,Howard,33.8%,34.1%,57.1%,30.2%,35.6%,34.3%
181,Southern,33.8%,36.5%,33.3%,27.3%,36.1%,32.2%
182,Georgetown,33.8%,37.3%,37.5%,33.6%,34.1%,35.3%
183,New Mexico,33.8%,27.5%,25.9%,36.0%,31.8%,30.7%
184,Hofstra,33.9%,28.1%,33.3%,35.2%,33.1%,34.6%
185,Tarleton St,33.9%,32.4%,26.9%,30.0%,35.4%,33.5%
186,Norfolk St,33.9%,34.8%,37.0%,34.2%,33.9%,34.5%
187,Utah Valley,34.0%,33.3%,36.4%,30.1%,35.6%,32.6%
188,UL Monroe,34.0%,36.8%,41.7%,33.2%,34.6%,35.8%
189,Utah St,34.0%,37.1%,41.7%,34.3%,33.7%,29.7%
190,NC Wilmington,34.0%,34.3%,28.3%,31.7%,36.0%,35.5%
191,Evansville,34.1%,32.9%,50.0%,35.3%,32.8%,35.5%
191,Alcorn St,34.1%,40.0%,47.6%,29.8%,35.6%,37.5%
193,Towson,34.1%,44.3%,45.0%,33.9%,34.2%,33.3%
194,Louisville,34.1%,38.8%,45.8%,31.4%,36.7%,37.2%
195,Jackson St,34.1%,26.8%,31.0%,27.8%,36.2%,35.2%
196,Colorado,34.1%,35.6%,44.4%,31.1%,37.2%,32.0%
197,Morehead St,34.1%,20.0%,6.7%,40.3%,30.7%,31.8%
198,Nebraska,34.1%,40.7%,39.3%,30.0%,38.6%,32.5%
199,Denver,34.1%,39.2%,50.0%,34.5%,33.9%,36.8%
200,Virginia,34.1%,33.3%,22.2%,34.0%,34.3%,30.5%
201,Old Dominion,34.1%,27.3%,21.1%,35.1%,33.4%,35.5%
202,New Hampshire,34.1%,37.5%,31.8%,33.3%,34.6%,30.5%
203,Fresno St,34.2%,31.1%,25.0%,29.5%,37.6%,36.9%
204,Robert Morris,34.2%,32.4%,37.9%,33.0%,35.3%,34.3%
205,Hampton,34.2%,39.5%,33.3%,32.5%,35.2%,33.9%
206,Xavier,34.2%,45.9%,47.1%,33.1%,35.2%,33.5%
207,Pepperdine,34.2%,30.4%,15.4%,31.3%,36.0%,38.4%
208,Florida A&M,34.2%,37.5%,47.1%,29.8%,36.2%,35.3%
209,Boise St,34.2%,39.7%,50.0%,30.7%,36.7%,30.5%
210,E Tennessee St,34.2%,36.1%,40.7%,32.1%,36.2%,33.7%
211,N Dakota St,34.3%,37.3%,28.6%,36.4%,32.7%,36.8%
212,NC State,34.3%,38.2%,38.9%,30.9%,38.7%,33.5%
213,Siena,34.3%,33.3%,30.8%,33.5%,35.0%,35.2%
214,Illinois Chicago,34.4%,31.8%,21.7%,35.8%,33.2%,32.2%
215,SF Austin,34.4%,48.0%,52.0%,35.6%,33.2%,37.1%
216,Utah Tech,34.4%,30.2%,28.6%,34.5%,34.4%,33.9%
217,Cal Poly,34.4%,36.1%,50.0%,34.0%,34.7%,35.6%
218,DePaul,34.4%,30.0%,29.4%,34.5%,34.2%,38.1%
219,Iowa,34.4%,30.7%,46.2%,32.6%,36.6%,35.8%
219,Presbyterian,34.4%,14.3%,26.3%,36.7%,33.3%,35.2%
221,UC Irvine,34.5%,46.6%,56.3%,36.6%,33.4%,33.8%
222,Holy Cross,34.5%,36.7%,23.5%,35.5%,34.0%,38.7%
222,VMI,34.5%,28.8%,41.4%,34.7%,34.4%,36.3%
222,Syracuse,34.5%,30.8%,50.0%,33.7%,35.6%,34.7%
225,Minnesota,34.5%,25.0%,28.6%,37.4%,30.0%,35.9%
226,Cleveland St,34.5%,35.6%,32.0%,34.1%,35.0%,30.0%
227,Wofford,34.5%,35.8%,35.7%,31.6%,35.9%,35.7%
228,Army,34.5%,40.3%,46.2%,33.5%,35.5%,33.2%
229,Jacksonville,34.6%,33.3%,43.8%,31.5%,36.7%,35.7%
230,Jacksonville St,34.6%,45.6%,37.1%,30.7%,36.5%,34.9%
231,Lindenwood,34.6%,36.5%,44.4%,34.1%,34.9%,37.6%
232,Cornell,34.7%,33.8%,56.5%,32.5%,36.4%,33.5%
233,Oregon St,34.7%,39.4%,40.0%,32.1%,37.9%,33.2%
234,Oklahoma St,34.7%,26.8%,30.0%,34.4%,35.0%,34.0%
235,Pittsburgh,34.7%,25.7%,20.0%,32.5%,37.6%,30.8%
236,The Citadel,34.7%,45.6%,36.8%,33.3%,35.8%,35.2%
237,E Illinois,34.7%,35.1%,40.7%,35.0%,34.5%,35.8%
238,Bucknell,34.7%,43.1%,42.1%,31.5%,37.4%,32.4%
239,Mercer,34.7%,32.5%,34.8%,34.3%,35.0%,34.2%
240,Villanova,34.7%,40.9%,40.0%,33.6%,36.0%,32.8%
241,William & Mary,34.8%,45.7%,62.1%,31.8%,36.4%,34.5%
242,Queens,34.8%,36.8%,36.4%,36.7%,33.6%,34.1%
243,South Carolina,34.8%,29.5%,31.8%,32.8%,37.2%,33.9%
244,Navy,34.9%,39.4%,44.0%,34.9%,34.9%,32.9%
245,Northeastern,34.9%,30.9%,26.3%,32.6%,36.6%,37.5%
246,CS Fullerton,34.9%,39.6%,22.2%,34.1%,35.4%,31.9%
247,Idaho,34.9%,31.6%,38.9%,30.6%,37.5%,35.8%
248,Stonehill,34.9%,45.2%,44.4%,35.2%,34.8%,35.9%
249,BYU,35.0%,40.4%,39.5%,32.4%,37.8%,32.0%
250,Oral Roberts,35.0%,38.5%,42.3%,33.6%,36.0%,35.8%
251,Chattanooga,35.0%,33.3%,27.3%,38.6%,32.4%,35.1%
252,Samford,35.0%,48.8%,37.0%,34.2%,35.6%,33.8%
253,UAB,35.0%,26.6%,21.2%,34.2%,35.8%,34.8%
254,UT Martin,35.0%,40.8%,50.0%,36.4%,34.4%,32.7%
255,Texas A&M-CC,35.0%,37.7%,54.5%,28.5%,39.8%,31.1%
256,Hawai'i,35.0%,39.6%,55.6%,31.8%,39.8%,30.8%
257,UConn,35.1%,31.5%,35.3%,30.2%,40.0%,31.2%
258,FGCU,35.1%,35.4%,41.2%,35.0%,35.2%,35.9%
259,Loyola MD,35.1%,41.5%,40.0%,34.5%,35.6%,35.6%
259,Washington,35.1%,42.9%,28.6%,30.7%,40.0%,33.7%
261,Belmont,35.1%,22.7%,21.1%,36.9%,33.4%,33.0%
262,W Illinois,35.1%,32.1%,37.8%,35.0%,35.3%,30.4%
263,Georgia Tech,35.1%,36.5%,50.0%,35.8%,34.3%,32.6%
264,Rutgers,35.1%,40.0%,43.5%,30.5%,39.4%,32.7%
265,SC Upstate,35.2%,34.3%,31.3%,32.8%,36.6%,33.5%
266,Winthrop,35.2%,27.1%,30.8%,36.2%,34.5%,32.0%
267,NC Asheville,35.2%,43.1%,50.0%,34.6%,35.6%,32.9%
268,Valparaiso,35.2%,34.0%,31.3%,34.0%,36.2%,35.8%
269,Omaha,35.2%,32.7%,37.8%,34.2%,35.7%,35.7%
270,UC Davis,35.2%,44.6%,44.0%,33.6%,36.2%,32.7%
271,Boston College,35.2%,39.7%,40.0%,36.2%,33.9%,34.6%
272,Penn St,35.3%,40.3%,32.3%,34.5%,36.2%,30.3%
273,UC Riverside,35.3%,48.9%,59.3%,32.1%,37.2%,35.3%
274,Davidson,35.3%,35.1%,42.9%,33.0%,37.6%,32.8%
275,Delaware,35.3%,27.8%,18.2%,39.1%,33.0%,31.3%
276,Richmond,35.4%,33.3%,33.3%,34.5%,36.2%,31.4%
277,Baylor,35.4%,33.3%,44.1%,32.7%,37.5%,33.4%
278,St Thomas,35.4%,33.3%,39.1%,35.6%,35.3%,33.8%
279,N Colorado,35.4%,35.6%,41.7%,36.8%,34.6%,35.6%
280,Sacred Heart,35.4%,32.2%,36.1%,30.9%,37.6%,35.3%
281,N Florida,35.5%,41.2%,38.9%,34.6%,36.0%,35.5%
282,E Kentucky,35.5%,38.1%,27.3%,36.7%,34.9%,38.7%
283,Princeton,35.5%,44.6%,20.0%,36.3%,35.0%,33.2%
284,Fordham,35.5%,35.6%,37.0%,38.3%,32.9%,35.7%
284,J Madison,35.5%,35.8%,35.7%,32.2%,38.2%,29.7%
286,Albany,35.6%,41.1%,35.7%,33.5%,37.0%,29.3%
287,N Iowa,35.6%,40.6%,26.1%,33.0%,38.6%,35.0%
288,UMass Lowell,35.6%,29.2%,31.3%,35.1%,36.3%,29.2%
289,CS Bakersfield,35.7%,31.7%,26.9%,33.3%,37.0%,34.3%
290,UTSA,35.7%,35.9%,26.1%,33.7%,37.0%,37.0%
291,CS Northridge,35.7%,36.5%,38.7%,36.3%,35.4%,33.2%
292,Mercyhurst,35.7%,33.3%,31.3%,33.9%,36.9%,--
293,Rider,35.7%,36.9%,23.8%,36.2%,35.4%,34.4%
294,Prairie View,35.7%,45.0%,34.6%,40.2%,34.5%,35.2%
295,Nevada,35.7%,36.9%,31.6%,34.1%,37.5%,31.5%
296,Grambling,35.7%,32.8%,28.0%,35.8%,35.7%,34.3%
297,AR-Pine Bluff,35.7%,34.4%,34.6%,31.7%,37.5%,31.4%
298,Lafayette,35.8%,44.8%,43.5%,34.3%,37.1%,34.3%
299,Chicago St,35.8%,39.1%,22.2%,35.7%,35.8%,33.3%
300,Radford,35.8%,36.2%,46.7%,32.8%,37.4%,32.4%
301,Pacific,35.8%,36.8%,40.0%,36.9%,34.9%,35.7%
302,W Michigan,35.8%,30.4%,34.8%,32.3%,38.8%,34.1%
303,UMBC,35.8%,37.1%,33.3%,39.1%,32.8%,31.3%
304,Duquesne,35.9%,38.6%,33.3%,36.0%,35.8%,31.8%
305,C Michigan,35.9%,39.0%,37.5%,32.4%,37.9%,31.2%
306,South Dakota,35.9%,37.8%,37.5%,34.9%,36.7%,36.2%
307,Stetson,35.9%,28.8%,16.1%,33.7%,37.4%,34.6%
308,Indiana St,35.9%,36.8%,42.9%,30.2%,39.8%,34.7%
309,Oakland,35.9%,31.9%,40.0%,37.1%,35.2%,33.9%
310,N Arizona,36.0%,29.2%,30.0%,37.0%,35.4%,32.0%
311,UT Arlington,36.0%,30.9%,23.8%,32.0%,38.4%,34.6%
312,Fairfield,36.0%,33.3%,35.7%,37.7%,34.9%,34.1%
313,Boston U,36.1%,33.3%,35.3%,37.0%,35.2%,34.6%
314,Mississippi St,36.1%,31.0%,33.3%,37.0%,35.3%,29.8%
315,Quinnipiac,36.1%,22.5%,20.0%,39.9%,33.4%,33.9%
316,Illinois St,36.1%,25.9%,28.6%,36.6%,35.6%,32.5%
317,Missouri St,36.1%,38.4%,43.5%,34.4%,37.4%,33.0%
318,Texas St,36.1%,27.2%,34.8%,36.0%,36.3%,32.1%
319,S Illinois,36.1%,37.2%,30.4%,34.3%,37.5%,30.3%
320,Canisius,36.2%,34.8%,34.6%,38.8%,34.5%,34.4%
321,Sam Houston,36.2%,40.6%,48.0%,37.2%,35.7%,32.5%
322,NW State,36.2%,46.2%,57.9%,34.4%,37.4%,32.6%
323,Air Force,36.3%,34.6%,28.6%,38.8%,33.2%,36.6%
324,Stony Brook,36.3%,30.0%,34.8%,36.5%,36.1%,34.8%
325,Coppin St,36.3%,41.3%,46.7%,30.9%,38.6%,34.5%
326,Incarnate Word,36.4%,34.1%,27.8%,39.9%,34.1%,36.7%
327,New Orleans,36.4%,34.7%,40.0%,35.5%,36.9%,35.5%
328,Seton Hall,36.6%,42.6%,46.7%,37.8%,35.3%,33.0%
329,Sacramento St,36.6%,43.3%,50.0%,38.3%,35.4%,35.0%
330,S Indiana,36.7%,31.3%,35.0%,36.2%,37.1%,33.3%
331,Weber St,36.7%,35.5%,33.3%,37.5%,36.0%,35.2%
332,Wright St,36.7%,42.9%,34.5%,37.0%,36.5%,37.1%
333,Niagara,36.7%,31.8%,33.3%,38.7%,35.4%,35.0%
334,W Georgia,36.8%,33.3%,26.3%,34.0%,38.3%,--
335,Morgan St,36.8%,36.2%,25.0%,31.3%,40.3%,35.3%
336,Vanderbilt,36.9%,34.5%,25.0%,35.3%,38.9%,37.4%
337,E Washington,36.9%,35.2%,39.1%,35.9%,37.6%,36.9%
338,N Kentucky,37.0%,37.5%,10.0%,39.4%,34.2%,31.2%
339,Le Moyne,37.0%,47.2%,48.0%,34.4%,38.5%,33.4%
339,Green Bay,37.0%,41.4%,44.4%,38.9%,35.6%,30.2%
341,Florida Atlantic,37.1%,37.1%,43.3%,42.5%,33.7%,33.7%
342,North Dakota,37.1%,26.9%,41.4%,38.9%,35.8%,35.2%
343,Buffalo,37.2%,43.3%,35.7%,37.6%,36.8%,36.4%
344,Idaho St,37.3%,42.6%,41.7%,37.7%,37.0%,36.0%
345,IU Indy,37.3%,40.9%,46.7%,37.3%,37.2%,37.8%
346,Colgate,37.3%,32.9%,41.2%,35.4%,38.8%,30.7%
347,E Texas A&M,37.4%,38.3%,32.0%,39.2%,36.2%,35.0%
348,Penn,37.5%,43.3%,54.5%,38.8%,36.4%,36.1%
349,Ohio,37.6%,34.9%,35.7%,35.2%,39.7%,33.7%
350,California,37.6%,34.3%,52.4%,39.1%,36.2%,35.7%
351,Miss Valley St,37.7%,34.6%,0.0%,40.6%,36.7%,37.0%
352,E Michigan,37.7%,41.6%,41.4%,38.8%,36.9%,31.9%
353,Portland,37.8%,36.4%,35.3%,41.1%,35.1%,38.0%
354,Austin Peay,37.9%,40.0%,59.1%,35.8%,39.0%,34.0%
355,N Illinois,38.0%,42.9%,44.4%,36.4%,39.1%,36.6%
356,Long Beach St,38.1%,36.3%,47.4%,39.7%,37.0%,35.2%
357,Toledo,38.2%,41.8%,55.6%,40.3%,37.0%,34.0%
358,E Carolina,38.4%,37.3%,35.0%,39.9%,36.8%,33.1%
359,San Diego,38.5%,49.1%,57.1%,37.4%,39.7%,33.9%
360,C Arkansas,38.7%,40.0%,36.1%,36.2%,40.4%,37.9%
361,Bellarmine,39.0%,35.7%,50.0%,41.7%,36.8%,35.0%
362,Alabama A&M,39.0%,43.8%,42.9%,39.9%,38.1%,35.2%
363,Columbia,39.2%,40.0%,39.4%,41.5%,37.3%,33.9%
364,Miami,39.7%,42.0%,32.1%,40.4%,38.8%,33.3%
